FP1_x,FP2_x,FP1_y,FP2_y,FP1_z,FP2_z
-0.130616,0.904782,0.081444,20.417061,0.504365,482.82663
-0.131135,1.015958,0.082804,20.441803,0.504354,482.853516
-0.131664,1.127823,0.084201,20.467264,0.504313,482.881134
-0.132155,1.240408,0.085621,20.49341,0.504216,482.909515
-0.132602,1.353712,0.087057,20.520205,0.504056,482.938873
-0.133046,1.467722,0.088507,20.547611,0.503847,482.969238
-0.133559,1.58242,0.089975,20.575592,0.503623,483.000732
-0.134208,1.697812,0.09147,20.60412,0.503422,483.033478
-0.135028,1.813935,0.092999,20.633167,0.503261,483.067596
-0.136003,1.930853,0.094569,20.662722,0.50313,483.103333
-0.137073,2.048643,0.096177,20.692778,0.502987,483.140869
-0.138165,2.167374,0.097816,20.723331,0.502778,483.180389
-0.139224,2.287085,0.099475,20.75436,0.50246,483.222107
-0.140239,2.407789,0.101147,20.785837,0.50202,483.266052
-0.141253,2.529477,0.102829,20.817734,0.501464,483.312378
-0.142339,2.652143,0.10452,20.850016,0.500811,483.361176
-0.143571,2.7758,0.106216,20.88265,0.500072,483.412537
-0.14499,2.900488,0.107915,20.9156,0.499236,483.466583
-0.146582,3.026277,0.109609,20.948845,0.498265,483.52359
-0.148285,3.153254,0.111293,20.982365,0.497101,483.583649
-0.150016,3.281498,0.11296,21.016163,0.495683,483.646973
-0.151711,3.411061,0.114605,21.050217,0.493968,483.713745
-0.153352,3.541957,0.116225,21.084515,0.491939,483.784058
-0.154978,3.674181,0.117825,21.119045,0.489609,483.858032
-0.156664,3.80772,0.119411,21.153803,0.486995,483.93573
-0.15849,3.942578,0.120989,21.188774,0.48411,484.017303
-0.1605,4.078781,0.122565,21.223936,0.480933,484.102905
-0.162685,4.216381,0.124137,21.259264,0.477417,484.192719
-0.164985,4.355451,0.1257,21.294735,0.473502,484.286896
-0.167319,4.496059,0.127244,21.330322,0.46914,484.385681
-0.169624,4.638252,0.128758,21.366001,0.464309,484.489166
-0.171878,4.782038,0.130232,21.401737,0.45902,484.597473
-0.174119,4.927394,0.131664,21.43751,0.453302,484.710724
-0.176426,5.074278,0.133055,21.473318,0.447182,484.82901
-0.178884,5.222657,0.134406,21.509153,0.440663,484.952393
-0.181549,5.37251,0.135723,21.545023,0.433715,485.081024
-0.184419,5.523844,0.137009,21.580935,0.42629,485.215027
-0.187443,5.676686,0.138265,21.616894,0.418328,485.354523
-0.190542,5.831071,0.139488,21.65291,0.409785,485.499634
-0.193652,5.987024,0.140673,21.688972,0.400642,485.650543
-0.196752,6.144541,0.141812,21.725054,0.39091,485.807251
-0.199881,6.303587,0.1429,21.761129,0.380612,485.969757
-0.203121,6.464109,0.143931,21.797184,0.369763,486.138214
-0.206558,6.626048,0.144895,21.833212,0.358358,486.312592
-0.210254,6.789354,0.14578,21.869213,0.346364,486.492981
-0.214214,6.95401,0.146578,21.905195,0.333725,486.679352
-0.218388,7.120026,0.147283,21.941174,0.320378,486.871887
-0.222699,7.287437,0.147899,21.977171,0.30627,487.070648
-0.227078,7.456269,0.148425,22.013206,0.291369,487.275635
-0.231497,7.626521,0.148865,22.04928,0.275667,487.486969
-0.235981,7.798155,0.14922,22.08539,0.259175,487.704651
-0.240602,7.971115,0.149492,22.121527,0.2419,487.928619
-0.24544,8.14533,0.14968,22.157692,0.223831,488.158905
-0.250554,8.320749,0.149771,22.193886,0.204935,488.395477
-0.255954,8.497342,0.149746,22.230101,0.185155,488.638428
-0.261597,8.67511,0.14958,22.26635,0.164429,488.887726
-0.267409,8.854076,0.14925,22.302641,0.142696,489.143494
-0.273313,9.034266,0.148743,22.338999,0.119916,489.405701
-0.279267,9.215682,0.148054,22.375437,0.096082,489.674347
-0.285279,9.398288,0.147189,22.411959,0.071205,489.949432
-0.291404,9.582018,0.146165,22.448584,0.045302,490.230957
-0.297714,9.766795,0.144999,22.485321,0.018379,490.518799
0,9.952546,0,22.52219,0,490.812988
0,10.13923,0,22.559202,0,491.113525
0,10.326837,0,22.596369,0,491.420288
0,10.515387,0,22.633705,0,491.733368
0,10.704906,0,22.671227,0,492.052795
0,10.895411,0,22.708935,0,492.378387
0,11.086879,0,22.746824,0,492.710205
0,11.279258,0,22.784897,0,493.048157
0,11.472476,0,22.823162,0,493.392151
0,11.666462,0,22.861624,0,493.742065
0,11.861168,0,22.900291,0,494.09787
0,12.056582,0,22.939173,0,494.459564
0,12.25273,0,22.978271,0,494.827057
0,12.449644,0,23.017603,0,495.200409
0,12.647346,0,23.057171,0,495.579468
0,12.845824,0,23.096966,0,495.964172
0,13.045026,0,23.13698,0,496.354431
0,13.244879,0,23.177212,0,496.750122
0,13.445313,0,23.217665,0,497.151062
0,13.646276,0,23.258335,0,497.557251
0,13.847753,0,23.299219,0,497.968597
0,14.049757,0,23.340321,0,498.385101
0,14.252316,0,23.381659,0,498.806671
0,14.455442,0,23.423246,0,499.233185
0,14.659123,0,23.465096,0,499.664581
0,14.863302,0,23.507212,0,500.100708
0,15.067915,0,23.549597,0,500.541412
0,15.272885,0,23.592257,0,500.986664
0,15.478168,0,23.635181,0,501.43634
0,15.683741,0,23.678362,0,501.89035
0,15.889614,0,23.721785,0,502.348602
0,16.095812,0,23.765446,0,502.811005
0,16.302355,0,23.809343,0,503.277466
0,16.509243,0,23.853481,0,503.747772
0,16.716442,0,23.897852,0,504.221863
0,16.923906,0,23.942457,0,504.699493
0,17.13158,0,23.987305,0,505.180634
0,17.339428,0,24.032396,0,505.6651
0,17.547432,0,24.077724,0,506.152802
0,17.75561,0,24.123285,0,506.643524
0,17.963985,0,24.169077,0,507.137238
0,18.172611,0,24.215101,0,507.633575
0,18.381504,0,24.261349,0,508.132568
0,18.590672,0,24.307796,0,508.633789
0,18.800091,0,24.354439,0,509.137238
0,19.009726,0,24.401274,0,509.642639
0,19.219543,0,24.448309,0,510.149872
0,19.429518,0,24.495556,0,510.658722
0,19.639658,0,24.543024,0,511.169067
0,19.849997,0,24.590733,0,511.680634
0,20.060572,0,24.638697,0,512.193115
0,20.271423,0,24.68693,0,512.70636
0,20.482571,0,24.735416,0,513.220093
0,20.694002,0,24.784145,0,513.734131
0,20.905689,0,24.833103,0,514.24823
0,21.117605,0,24.88228,0,514.762207
0,21.329735,0,24.931662,0,515.275635
0,21.542097,0,24.981228,0,515.788391
0,21.754736,0,25.030977,0,516.300049
0,21.96772,0,25.080927,0,516.810425
0,22.181107,0,25.131088,0,517.319153
0,22.394938,0,25.181463,0,517.82605
0,22.609217,0,25.232044,0,518.33075
0,22.823925,0,25.282818,0,518.832886
0,23.039051,0,25.333767,0,519.332153
0,23.254593,0,25.384859,0,519.828308
0,23.470579,0,25.436045,0,520.320801
0,23.687061,0,25.487272,0,520.809265
0,23.904108,0,25.538502,0,521.293518
0,24.121782,0,25.589699,0,521.772888
0,24.34012,0,25.640833,0,522.247253
0,24.55913,0,25.691874,0,522.716187
0,24.778788,0,25.742798,0,523.179138
0,24.999063,0,25.793591,0,523.635742
0,25.219938,0,25.844236,0,524.085571
0,25.441412,0,25.894695,0,524.528137
0,25.663517,0,25.944925,0,524.96283
0,25.886299,0,25.994869,0,525.389465
0,26.109795,0,26.044476,0,525.80719
1.755814,26.334028,-0.162554,26.093666,0.081473,526.21582
1.882705,26.558987,-0.148894,26.142366,0.374928,526.614563
2.013884,26.78463,-0.133769,26.1905,0.688477,527.003113
2.149332,27.010916,-0.117109,26.238016,1.022737,527.380737
2.289017,27.237816,-0.09884,26.284859,1.378306,527.747009
2.432903,27.465321,-0.078887,26.330984,1.755792,528.101318
2.580945,27.693438,-0.057178,26.376333,2.155824,528.442993
2.7331,27.922203,-0.033651,26.420856,2.579062,528.771667
2.889313,28.151638,-0.008249,26.464502,3.026184,529.08667
3.04952,28.381771,0.019084,26.507198,3.497859,529.387268
3.213629,28.612587,0.048405,26.548845,3.99473,529.673035
3.381528,28.844059,0.079776,26.58934,4.517387,529.943298
3.55308,29.076143,0.113259,26.628569,5.066372,530.197571
3.728128,29.308809,0.14892,26.666424,5.64219,530.434937
3.906501,29.54203,0.186823,26.702803,6.245331,530.65509
4.088016,29.775801,0.227033,26.737602,6.87629,530.857178
4.272478,30.010134,0.269617,26.770735,7.535561,531.040588
4.459681,30.24505,0.314635,26.80213,8.22363,531.204712
4.649396,30.48056,0.362146,26.831717,8.940952,531.348999
4.841368,30.716654,0.412203,26.859415,9.687926,531.472656
5.035306,30.953281,0.464851,26.885138,10.464893,531.575256
5.230886,31.190372,0.52013,26.908794,11.272148,531.656189
5.427731,31.427853,0.578072,26.930277,12.109959,531.714661
5.625414,31.665661,0.638701,26.949486,12.97858,531.750061
5.823439,31.903753,0.702044,26.966293,13.878272,531.761963
6.021236,32.142117,0.768134,26.980591,14.809297,531.749512
6.218182,32.380741,0.837013,26.992287,15.771892,531.712219
6.413604,32.619633,0.908728,27.001305,16.766266,531.649414
6.60681,32.858757,0.983326,27.007563,17.792578,531.560608
6.797081,33.098061,1.060847,27.01099,18.850914,531.445313
6.983668,33.337463,1.14132,27.011507,19.941307,531.302917
7.16577,33.576862,1.224753,27.009054,21.063728,531.132874
7.342529,33.81617,1.311137,27.003559,22.218124,530.934631
7.51304,34.055313,1.400434,26.994936,23.40443,530.707703
7.676373,34.294258,1.492588,26.983093,24.622604,530.451477
7.831604,34.533005,1.587533,26.967957,25.872599,530.165466
7.977833,34.771557,1.685205,26.94945,27.154358,529.849304
8.114194,35.009914,1.78555,26.927496,28.467781,529.50238
8.23986,35.248032,1.888524,26.902016,29.812723,529.124512
8.354035,35.485836,1.994081,26.872936,31.188992,528.715149
8.455952,35.723225,2.102165,26.840193,32.596378,528.273987
8.544865,35.960091,2.212708,26.803745,34.034683,527.800476
8.620061,36.196339,2.32562,26.763542,35.503738,527.294434
8.680884,36.431915,2.440787,26.719547,37.003387,526.755432
8.726759,36.666782,2.558067,26.671726,38.533531,526.183044
8.757215,36.900928,2.677292,26.620064,40.094059,525.577087
8.771903,37.134346,2.798276,26.564537,41.684853,524.937195
8.770573,37.366982,2.920832,26.505117,43.305779,524.263306
8.753065,37.598747,3.044778,26.441771,44.956707,523.555176
8.719274,37.829525,3.169943,26.374466,46.63747,522.812378
8.669135,38.059162,3.296157,26.303177,48.347946,522.034851
8.60263,38.28754,3.42325,26.227888,50.088043,521.222351
8.519793,38.514561,3.551037,26.14859,51.857693,520.374634
8.420724,38.74015,3.67932,26.065292,53.656849,519.491516
8.305595,38.964279,3.80788,25.978025,55.485451,518.573059
8.174645,39.186924,3.936485,25.886822,57.343407,517.619019
8.028161,39.408016,4.064881,25.791719,59.230583,516.629333
7.866445,39.627468,4.192809,25.692736,61.146793,515.604004
7.689795,39.845173,4.320006,25.589895,63.091846,514.542969
7.498493,40.060974,4.446218,25.483217,65.065552,513.446045
7.292795,40.274757,4.571203,25.372717,67.067719,512.313293
7.072947,40.486401,4.694726,25.258411,69.098152,511.144623
6.839196,40.695831,4.816554,25.140326,71.15667,509.939972
6.591812,40.902992,4.936451,25.018496,73.242973,508.699341
6.331083,41.107872,5.054177,24.892973,75.356728,507.422791
6.057314,41.310425,5.169484,24.763811,77.497574,506.110413
5.770798,41.510586,5.282118,24.631041,79.665047,504.76236
5.471798,41.708241,5.391817,24.494709,81.858688,503.37851
5.160541,41.903259,5.498317,24.354864,84.078011,501.959076
4.837218,42.095505,5.601347,24.211557,86.32254,500.503967
4.502009,42.284851,5.700646,24.064837,88.591743,499.013306
4.155106,42.471195,5.795959,23.91474,90.885071,497.487122
3.796726,42.654491,5.887038,23.761322,93.20192,495.925629
3.427127,42.834698,5.973637,23.60465,95.541611,494.328888
3.046595,43.01178,6.055511,23.444792,97.90345,492.697083
2.655438,43.185677,6.132414,23.281803,100.286682,491.030334
2.25396,43.356293,6.204104,23.115746,102.690544,489.328827
1.84246,43.523499,6.270341,22.946671,105.114265,487.592682
1.421231,43.687149,6.330881,22.774643,107.557091,485.82196
0.990575,43.847103,6.385479,22.599705,110.018196,484.016785
0.550827,44.003258,6.433894,22.421921,112.49678,482.177368
0.102372,44.155514,6.475892,22.241362,114.991959,480.303925
-0.354351,44.303837,6.511255,22.058117,117.502823,478.396637
-0.818859,44.44817,6.539783,21.87228,120.028458,476.455658
-1.290649,44.588459,6.561284,21.683939,122.56794,474.481262
-1.769229,44.724628,6.57558,21.493174,125.120323,472.473633
-2.254125,44.856548,6.5825,21.300076,127.6847,470.432922
-2.744885,44.984108,6.581879,21.104734,130.260117,468.359314
-3.241067,45.107155,6.573554,20.907236,132.845612,466.25293
-3.74221,45.225574,6.557356,20.707655,135.440262,464.114044
-4.247817,45.339275,6.533115,20.506071,138.043015,461.94278
-4.757351,45.448177,6.500664,20.302574,140.652908,459.739441
-5.270257,45.552242,6.459847,20.09726,143.268951,457.504364
-5.785988,45.651413,6.410531,19.890221,145.890091,455.237701
-6.304042,45.745609,6.352612,19.681547,148.51535,452.939758
-6.823976,45.834743,6.28601,19.471329,151.143768,450.610718
-7.345399,45.918682,6.210667,19.259674,153.774368,448.250885
-7.867952,45.997299,6.126526,19.04668,156.406204,445.860443
-8.391276,46.070457,6.033539,18.832447,159.038315,443.439728
-8.914989,46.13805,5.931657,18.617065,161.669693,440.988922
-9.438674,46.199986,5.820831,18.400635,164.299469,438.508392
-9.961902,46.256218,5.701018,18.183245,166.926605,435.998413
-10.484254,46.306694,5.572187,17.964983,169.550201,433.459351
-11.00535,46.351349,5.434329,17.745911,172.169312,430.891418
-11.524869,46.390102,5.287464,17.526091,174.783081,428.294952
-12.042542,46.422832,5.13165,17.305599,177.390625,425.670258
-12.558128,46.449425,4.966978,17.084507,179.99115,423.017609
-13.071386,46.46973,4.793558,16.8629,182.583786,420.337372
-13.582039,46.48365,4.61152,16.64085,185.16777,417.629852
-14.089763,46.491096,4.421,16.418451,187.742279,414.895508
-14.5942,46.492023,4.222137,16.195799,190.306534,412.134644
-15.094988,46.486393,4.015077,15.972986,192.859756,409.347778
-15.591794,46.474174,3.799973,15.75009,195.401291,406.535248
-16.084345,46.455307,3.576993,15.52717,197.93045,403.697479
-16.572422,46.429718,3.346326,15.304285,200.446625,400.834808
-17.055845,46.397305,3.108179,15.081491,202.949219,397.947693
-17.53443,46.357964,2.862779,14.858839,205.437698,395.036499
-18.007971,46.311607,2.610369,14.636383,207.911469,392.101624
-18.476198,46.25816,2.351204,14.414196,210.369995,389.143616
-18.93881,46.197605,2.085539,14.192369,212.812759,386.162933
-19.395489,46.129929,1.813625,13.970998,215.239243,383.160065
-19.845942,46.055122,1.535705,13.750172,217.648987,380.135498
-20.28993,45.973164,1.252012,13.529983,220.041565,377.089722
-20.727287,45.883991,0.962767,13.310518,222.416656,374.023285
-21.157888,45.787544,0.668184,13.091864,224.773895,370.936615
-21.581617,45.683735,0.368466,12.874085,227.112976,367.83017
-21.998333,45.572498,0.063813,12.657235,229.433563,364.70459
-22.407845,45.4538,-0.245577,12.441364,231.735352,361.560364
-22.809912,45.327644,-0.559505,12.226536,234.018021,358.398071
-23.204273,45.194057,-0.877774,12.012823,236.281281,355.218353
-23.590689,45.053059,-1.200187,11.800297,238.524902,352.021759
-23.968962,44.904652,-1.526554,11.589024,240.748734,348.808868
-24.33898,44.748806,-1.856687,11.379077,242.952621,345.580292
-24.700684,44.585476,-2.190413,11.170538,245.136505,342.336548
-25.05405,44.4146,-2.527574,10.963491,247.300293,339.078278
-25.399038,44.236164,-2.868029,10.758005,249.443909,335.806091
-25.735569,44.050144,-3.211661,10.55413,251.567261,332.520599
-26.063507,43.856564,-3.558367,10.351912,253.670319,329.222534
-26.382696,43.655479,-3.908052,10.151393,255.753067,325.912506
-26.692984,43.446938,-4.260626,9.952618,257.815521,322.591248
-26.994286,43.230972,-4.615991,9.755622,259.857819,319.259369
-27.286604,43.00758,-4.974044,9.56045,261.880127,315.91748
-27.570013,42.776764,-5.334674,9.367155,263.882599,312.566345
-27.844635,42.538494,-5.697771,9.175794,265.865387,309.206543
-28.110601,42.29277,-6.063224,8.986427,267.828613,305.838776
-28.368004,42.039608,-6.430927,8.799106,269.7724,302.463837
-28.616892,41.779064,-6.800767,8.613878,271.696899,299.082397
-28.857273,41.511215,-7.172632,8.4308,273.602203,295.695251
-29.089157,41.236134,-7.546401,8.249911,275.488708,292.30307
-29.312592,40.953884,-7.921949,8.071233,277.356506,288.906616
-29.527699,40.664501,-8.299139,7.894788,279.206055,285.506653
-29.734667,40.368,-8.67781,7.720601,281.037598,282.103912
-29.933723,40.064384,-9.057786,7.548712,282.851379,278.699127
-30.125101,39.753681,-9.438871,7.379159,284.647705,275.29306
-30.308996,39.435925,-9.820858,7.211975,286.42688,271.886475
-30.485554,39.111187,-10.203526,7.047203,288.189117,268.480225
-30.654879,38.779591,-10.586657,6.884892,289.934753,265.075073
-30.817064,38.441242,-10.97002,6.725092,291.664124,261.671875
-30.972223,38.09623,-11.353393,6.567838,293.377563,258.271362
-31.120518,37.74464,-11.736541,6.413154,295.0755,254.87439
-31.262173,37.386501,-12.119231,6.261064,296.758392,251.48172
-31.397463,37.021862,-12.501231,6.111601,298.426636,248.094101
-31.526669,36.650776,-12.882305,5.964791,300.080566,244.712357
-31.650064,36.273335,-13.262219,5.820652,301.72049,241.33728
-31.767883,35.889668,-13.640741,5.6792,303.346863,237.969666
-31.88031,35.499939,-14.017642,5.540464,304.960083,234.610336
-31.987509,35.104313,-14.392694,5.404478,306.560577,231.260056
-32.089649,34.702961,-14.765671,5.271272,308.148773,227.919601
-32.18692,34.296009,-15.136358,5.140865,309.725311,224.589706
-32.279572,33.88356,-15.504543,5.013269,311.290619,221.271133
-32.367901,33.465714,-15.870018,4.888502,312.845245,217.964676
-32.452209,33.042587,-16.23258,4.76658,314.389679,214.671021
-32.532803,32.614326,-16.592031,4.647508,315.924347,211.390915
-32.609943,32.181114,-16.948174,4.531289,317.449768,208.125122
-32.683861,31.743172,-17.300821,4.417927,318.966461,204.874329
-32.754738,31.300728,-17.649786,4.30743,320.474945,201.639313
-32.822762,30.853996,-17.994883,4.199808,321.975891,198.420746
-32.888107,30.403172,-18.335947,4.095057,323.469757,195.219299
-32.951015,29.94841,-18.672806,3.993171,324.957306,192.03566
-33.011753,29.489862,-19.005297,3.894145,326.439148,188.870529
-33.07061,29.027681,-19.333267,3.79797,327.915741,185.724533
-33.127853,28.56204,-19.656561,3.704631,329.387756,182.598434
-33.183746,28.093153,-19.975037,3.614104,330.855682,179.492767
-33.238491,27.621258,-20.28854,3.52638,332.320129,176.408188
-33.292248,27.146605,-20.596928,3.441457,333.781677,173.345352
-33.345165,26.669456,-20.900057,3.359335,335.240997,170.304825
-33.397373,26.190039,-21.197788,3.280011,336.698761,167.287231
-33.449055,25.708544,-21.489988,3.203476,338.155579,164.293137
-33.500404,25.225147,-21.776539,3.129728,339.612091,161.323135
-33.551643,24.740013,-22.057333,3.05877,341.068878,158.377823
-33.602982,24.25333,-22.332277,2.990595,342.526611,155.457687
-33.654621,23.765312,-22.601297,2.925183,343.985657,152.563263
-33.706699,23.276203,-22.864321,2.862509,345.446747,149.695007
-33.759335,22.78628,-23.121275,2.80256,346.910309,146.853439
-33.812611,22.295816,-23.372099,2.745324,348.376923,144.039001
-33.8666,21.805065,-23.616724,2.690789,349.84726,141.252197
-33.921402,21.314241,-23.855085,2.638938,351.321808,138.493469
-33.977116,20.823521,-24.087114,2.589758,352.801147,135.763184
-34.033882,20.333071,-24.312759,2.543242,354.285828,133.061737
-34.09182,19.843061,-24.531975,2.499385,355.776245,130.389481
-34.151058,19.353693,-24.744738,2.458172,357.272919,127.746727
-34.211678,18.865208,-24.951035,2.419582,358.776123,125.133797
-34.273746,18.377888,-25.150873,2.383597,360.286407,122.550941
-34.337288,17.892012,-25.344267,2.350191,361.804199,119.998482
-34.402336,17.407862,-25.531235,2.319328,363.329926,117.476654
-34.468891,16.925661,-25.7118,2.290957,364.863983,114.985748
-34.536995,16.445599,-25.885962,2.26503,366.40686,112.52597
-34.606674,15.967835,-26.053726,2.241503,367.958832,110.097534
-34.677982,15.492526,-26.215101,2.220334,369.520172,107.700607
-34.750935,15.019849,-26.370108,2.201461,371.091125,105.335358
-34.825558,14.550011,-26.518784,2.184813,372.671936,103.001961
-34.901844,14.083244,-26.661201,2.170322,374.262817,100.700554
-34.979763,13.619797,-26.797434,2.157921,375.863983,98.431328
-35.059261,13.159883,-26.92758,2.147536,377.475708,96.194389
-35.140278,12.703684,-27.051748,2.139072,379.098267,93.989807
-35.222744,12.251333,-27.170042,2.132422,380.73172,91.817665
-35.306583,11.802948,-27.282566,2.127478,382.376221,89.678024
-35.39175,11.358645,-27.389416,2.124136,384.031799,87.570908
-35.478188,10.918565,-27.490683,2.122292,385.698364,85.496307
-35.565842,10.482876,-27.586468,2.12184,387.376007,83.454208
-35.654636,10.05178,-27.676878,2.122682,389.064636,81.444565
-35.744488,9.625497,-27.762026,2.124738,390.764252,79.467331
-35.835278,9.204247,-27.842047,2.127936,392.474884,77.522415
-35.926876,8.78823,-27.917084,2.132197,394.196411,75.609726
-36.019154,8.377613,-27.987295,2.137439,395.92868,73.729134
-36.111958,7.972536,-28.052837,2.143573,397.671539,71.880539
-36.205151,7.573127,-28.113874,2.150513,399.424744,70.063789
-36.298603,7.179511,-28.170565,2.158169,401.188049,68.278694
-36.392189,6.791827,-28.223063,2.166443,402.96106,66.525063
-36.485771,6.410238,-28.271517,2.175248,404.743591,64.802635
-36.579227,6.034927,-28.316071,2.184516,406.535339,63.111183
-36.672386,5.666084,-28.356867,2.194193,408.335938,61.450478
-36.765076,5.303877,-28.394049,2.204221,410.14505,59.820271
-36.857101,4.948439,-28.427773,2.214531,411.962341,58.220325
-36.948284,4.599864,-28.458187,2.225055,413.787262,56.650375
-37.038422,4.258215,-28.485453,2.235726,415.619446,55.110123
-37.12735,3.923546,-28.509727,2.246479,417.458252,53.599266
-37.214893,3.595912,-28.531181,2.257231,419.303223,52.117455
-37.300884,3.275391,-28.549974,2.267889,421.153839,50.664352
-37.385162,2.962089,-28.566271,2.278369,423.00946,49.239609
-37.467537,2.656132,-28.580219,2.288603,424.869598,47.842861
-37.547825,2.357646,-28.591976,2.298529,426.733673,46.473785
-37.625828,2.066726,-28.601679,2.308079,428.601044,45.132057
-37.701351,1.783428,-28.609463,2.317188,430.470947,43.81731
-37.774212,1.507766,-28.615465,2.325795,432.342804,42.529186
-37.844265,1.239732,-28.619822,2.333843,434.21579,41.267311
-37.911366,0.979318,-28.622681,2.341273,436.089233,40.031254
-37.975403,0.726533,-28.624197,2.34802,437.962402,38.820637
-38.036255,0.481419,-28.624531,2.354024,439.834534,37.635063
-38.0938,0.244044,-28.62385,2.359236,441.704834,36.474155
-38.147911,0.014486,-28.622309,2.363614,443.572571,35.337547
-38.198448,-0.207192,-28.62005,2.367101,445.436951,34.224857
-38.245281,-0.420963,-28.617208,2.369642,447.29715,33.135723
-38.288292,-0.62684,-28.613895,2.371181,449.152313,32.069759
-38.3274,-0.824859,-28.610218,2.371679,451.001648,31.026554
-38.362526,-1.01507,-28.60627,2.371097,452.844208,30.005684
-38.393635,-1.197506,-28.602169,2.369395,454.679199,29.006702
-38.420677,-1.372175,-28.598034,2.366539,456.505829,28.029192
-38.443623,-1.539054,-28.593994,2.362509,458.323212,27.072765
-38.462414,-1.698108,-28.590181,2.357293,460.130524,26.137098
-38.477001,-1.849313,-28.586729,2.350877,461.926941,25.22183
-38.487316,-1.992682,-28.583755,2.343242,463.711609,24.32663
-38.493328,-2.128265,-28.581364,2.334368,465.483734,23.451147
-38.495014,-2.256149,-28.579643,2.32424,467.242432,22.594988
-38.492367,-2.376437,-28.578659,2.312849,468.986816,21.757797
-38.485416,-2.489227,-28.578476,2.300181,470.716187,20.939217
-38.474182,-2.5946,-28.579147,2.286226,472.429596,20.13892
-38.45871,-2.692608,-28.58073,2.270991,474.126404,19.356606
-38.439007,-2.78328,-28.583284,2.254484,475.805847,18.592039
-38.415092,-2.866645,-28.586878,2.236719,477.467102,17.844976
-38.386959,-2.942758,-28.59157,2.217696,479.109436,17.115187
-38.354626,-3.011709,-28.597416,2.197417,480.732208,16.402426
-38.318115,-3.073629,-28.604454,2.175891,482.334595,15.706396
-38.277496,-3.128664,-28.612711,2.153136,483.915955,15.026829
-38.23283,-3.176963,-28.622196,2.129162,485.475525,14.363487
-38.1842,-3.218655,-28.63291,2.103984,487.012695,13.716132
-38.131702,-3.25385,-28.644846,2.077625,488.526855,13.084584
-38.075401,-3.282636,-28.65799,2.050126,490.017426,12.468664
-38.015366,-3.3051,-28.672337,2.021527,491.483826,11.868223
-37.951637,-3.321348,-28.687878,1.991862,492.925446,11.283111
-37.884281,-3.331522,-28.704609,1.961155,494.341797,10.71318
-37.813362,-3.335797,-28.722519,1.929435,495.7323,10.158251
-37.738979,-3.334377,-28.741581,1.896743,497.096497,9.618142
-37.66124,-3.327475,-28.761766,1.863122,498.433929,9.092707
-37.580273,-3.315303,-28.783035,1.828611,499.744141,8.581796
-37.496193,-3.298059,-28.805342,1.793258,501.026672,8.085318
-37.4091,-3.275925,-28.828629,1.757122,502.281189,7.603184
-37.319088,-3.249083,-28.852837,1.720272,503.507263,7.135334
-37.226204,-3.217741,-28.877901,1.682775,504.704651,6.681708
-37.130531,-3.182151,-28.903751,1.644695,505.872925,6.242216
-37.032131,-3.142605,-28.930323,1.606104,507.011841,5.816768
-36.931114,-3.099424,-28.957537,1.567079,508.121185,5.405245
-36.827602,-3.052943,-28.985315,1.527697,509.200653,5.007556
-36.721733,-3.003493,-29.013594,1.488031,510.249969,4.623611
-36.613636,-2.951378,-29.042294,1.448162,511.269104,4.253351
-36.503429,-2.896867,-29.071333,1.408188,512.257751,3.896686
-36.391182,-2.840198,-29.100624,1.368227,513.21582,3.553524
-36.276966,-2.781587,-29.130081,1.328392,514.142944,3.223748
-36.160824,-2.721254,-29.159601,1.28879,515.039185,2.907208
-36.042835,-2.659433,-29.189075,1.249522,515.904358,2.603725
-35.9231,-2.596373,-29.218388,1.210691,516.738281,2.313088
-35.80175,-2.532323,-29.247423,1.1724,517.540955,2.035061
-35.678932,-2.467518,-29.276073,1.134739,518.312317,1.769403
-35.554787,-2.40217,-29.304228,1.097785,519.052368,1.515876
-35.429436,-2.336452,-29.331791,1.061607,519.760986,1.274271
-35.302944,-2.270503,-29.358669,1.026267,520.438049,1.04438
-35.175373,-2.204443,-29.384775,0.991813,521.083801,0.825993
-35.046749,-2.138389,-29.410004,0.958268,521.697937,0.618872
-34.917137,-2.072472,-29.434256,0.925638,522.28064,0.422718
-34.786598,-2.006835,-29.457418,0.893923,522.831848,0.237234
-34.655273,-1.941625,-29.479372,0.863115,523.351868,0.062121
-34.523281,0,-29.499998,0,523.840454,0
-34.390762,0,-29.519186,0,524.297913,0
-34.257801,0,-29.536835,0,524.724304,0
-34.124466,0,-29.552855,0,525.119568,0
-33.990768,0,-29.567175,0,525.483948,0
-33.856712,0,-29.579727,0,525.817383,0
-33.722321,0,-29.590452,0,526.120117,0
-33.587627,0,-29.599277,0,526.392395,0
-33.452728,0,-29.606121,0,526.634338,0
-33.317715,0,-29.610912,0,526.84613,0
-33.182697,0,-29.613565,0,527.028076,0
-33.047749,0,-29.614012,0,527.180359,0
-32.912888,0,-29.612177,0,527.303162,0
-32.778095,0,-29.608006,0,527.396606,0
-32.643341,0,-29.601452,0,527.46106,0
-32.508587,0,-29.592482,0,527.496887,0
-32.373867,0,-29.581059,0,527.504272,0
-32.239235,0,-29.567156,0,527.483643,0
-32.10479,0,-29.550745,0,527.435425,0
-31.970617,0,-29.531805,0,527.359863,0
-31.836788,0,-29.510313,0,527.257385,0
-31.703321,0,-29.486248,0,527.128357,0
-31.570194,0,-29.459587,0,526.973145,0
-31.437365,0,-29.430307,0,526.792175,0
